Season,Primary Category,Secondary Category,ActivityName,Description,ActivityNumber,Ages,Location,Address,City,State,Zip,Activity Facility,Start Date,End Date,Start Time,End Time,Sessions,Days of the Week,Fee,Status,Address/Location
Spring 2019,Therapeutic Recreation Programs,Cooking,Cooking with Family: Spagetti n Meatballs,Let's get cooking and creating! These 3 classes are for individuals with disabilities and a family member to cook together.  Yummy creations that will satisfy your tummies!  All food ingredients supplied.  Please bring/wear an apron or clothes that you don't mind possibly getting messy.    Cost includes one participant and one parent.,63708,,Holiday Park Senior Center,3950 Ferrara Drive,Wheaton,MD,20906,Holiday Sr Dining Room at Holiday Park Senior Center,5/25/2019,5/25/2019,10:30:00 PM,12:30:00 AM,1,Sa,10,Open,"3950 Ferrara Drive
Wheaton, MD 20906
(39.049836, -77.076744)"
Spring 2019,Wellness,,Girls on the Run,"Girls on the Run is a physical activity based positive youth development program. Meeting twice per week for 10 weeks, trained coaches lead small teams of 3rd-5th grade girls through the program's intentional curriculum which includes dynamic discussions, activities and running games. Girls develop essential skills to help them navigate their worlds and establish a lifetime appreciation for health and fitness. The program culminates with the girls positively impacting their communities through a service project and being physically and emotionally prepared to complete a celebratory 5K event on May 19th Westfield Mall in Bethesda.",62634,At least 8 but less than 13,Mid County Community Recreation Center,2004 Queensguard Road,Silver Spring,MD,20906,Mid-County Classroom at Mid County Community Recreation Center,3/26/2019,5/23/2019,5:00:00 PM,6:30:00 PM,17,"T,Th",120,Open,"2004 Queensguard Road
Silver Spring, MD 20906
(39.087347, -77.042882)"
Spring 2019,Aquatics,Beginner Swim Lessons,Beginner 3,"Designed for children 4-6 years of age. Parents DO NOT accompany children. This class is for students who can already swim a combined stroke on their front and back, using a kick and arm stroke for a minimum of 5 yards. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",63250,At least 4 but less than 7,Kennedy Shriver Aquatic Center,5900 Executive Boulevard,N Bethesda,MD,20852,KSAC Leisure Pool 4 at Kennedy Shriver Aquatic Center,2/24/2019,3/31/2019,9:00:00 AM,9:30:00 AM,6,S,65,Open,"5900 Executive Boulevard
N Bethesda, MD 20852
(39.046672, -77.116967)"
Spring 2019,Aquatics,Adult Swim Lessons,Adult Level 2,"Designed for teenagers and adults who are already water adjusted.  Students must be able to submerge for 3 seconds and float on their front and back without support. Class size is limited to 6 students. Please read the course descriptions carefully. Select the course level for which the student had mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classes will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Course meet for six 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",62746,14 and up,Germantown Indoor Swim Center,18000 Central Park Circle,Boyds,MD,20841,GISC Rec Pool Lane 1 at Germantown Indoor Swim Center,5/5/2019,6/16/2019,9:45:00 AM,10:15:00 AM,6,S,65,Open,"18000 Central Park Circle
Boyds, MD 20841
(39.150091, -77.30173)"
Spring 2019,Aquatics,Beginner Swim Lessons,Beginner 1,"Designed for children 4-6 years of age. Parents DO NOT accompany children. This class is for students who need to learn basic water adjustment skills. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 5 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",62784,At least 4 but less than 7,Germantown Indoor Swim Center,18000 Central Park Circle,Boyds,MD,20841,GISC Leisure Pool 1 at Germantown Indoor Swim Center,5/4/2019,6/15/2019,11:05:00 AM,11:35:00 AM,6,Sa,67,Open,"18000 Central Park Circle
Boyds, MD 20841
(39.150091, -77.30173)"
Spring 2019,Fitness,Playtime & Movement for Tots,Funfit Tots 11mons to 2yr,"A high-energy exercise class for children and adults to work out together with songs, stories, parachutes, games, balls, music and more. Students develop motor skills, coordination, socialization and cooperation while reinforcing cognitive development. Child must be walking. Adult participation required. $5 material fee due at first session.",62918,At least 11m  but less than 3,Germantown Community Recreation Center,18905 Kingsview Drive,Germantown,MD,20874,Germantown Social Hall at Germantown Community Recreation Center,4/1/2019,6/3/2019,9:45:00 AM,10:30:00 AM,8,M,109,Open,"18905 Kingsview Drive
Germantown, MD 20874
(39.165622, -77.28666)"
Spring 2019,Aquatics,Diving,Level 1: Human Springs,"This 45 minute class is designed for absolute beginners, kids aged 5-11, or kids who might like a shorter class format. Participants must be comfortable swimming in deep water and be able to dive in head-first. All SPRINGS participants must pay a $15.00 Team fee per quarter and sign up for the email newsletter to stay informed at  www.montgomerydiveclub.org.",64025,At least 5 but less than 12,Germantown Indoor Swim Center,18000 Central Park Circle,Boyds,MD,20841,GISC Competition Pool 1 Meter Board at Germantown Indoor Swim Center,3/6/2019,5/15/2019,4:30:00 PM,5:15:00 PM,10,W,145,Open,"18000 Central Park Circle
Boyds, MD 20841
(39.150091, -77.30173)"
Spring 2019,Sports,General Sports,Pickleball Class Beginners @ Potomac CRC,"Pickleball Class for Beginners. Do you want to surprise your Pickleball friends? This class is designed for beginners. You will learn various serves, drills and techniques on returns, different shots, volley and drinks. Topics like game strategy and how to improve with your partner. At the conclusion of your four-day  session, individuals will have great understanding of the game and will be  ready to participate at a better level in the drop-in programs or leagues. For more information, please contact Patrick Sullivan at 240-777-6893 or Patrick.sullivan@montgomerycountymd.gov",64959,18 and up,Potomac Community Recreation Center,11315 Falls Road,Potomac,MD,20854,Potomac Community Center,4/4/2019,4/25/2019,12:30:00 PM,2:00:00 PM,4,Th,20,Open,"11315 Falls Road
Potomac, MD 20854
(39.041226, -77.19248)"
Spring 2019,Fitness,Playtime & Movement for Tots,Kid Fit 101,"Crawl through tunnels, roll on balls and build big towers all while developing fine and gross motor skills; increasing hand-eye coordination; and engaging in socialization and self-expression. Parents/caregivers participation required.",64137,At least 11m  but less than 5,Mid County Community Recreation Center,2004 Queensguard Road,Silver Spring,MD,20906,Mid-County Gymnasium at Mid County Community Recreation Center,4/23/2019,5/21/2019,9:30:00 AM,10:15:00 AM,5,T,95,Open,"2004 Queensguard Road
Silver Spring, MD 20906
(39.087347, -77.042882)"
Spring 2019,Aquatics,Adult Swim Lessons,Adult Level 1,"Designed for teenagers and adults (14 years and older). This class is designed for those students who are fearful of the water and/or may have had a bad experience in the water. Basic water adjustment skills will be taught. Please read the course descriptions carefully. Select the course level for which the student had mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classes will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Course meet for six 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",63163,14 and up,Kennedy Shriver Aquatic Center,5900 Executive Boulevard,N Bethesda,MD,20852,KSAC Leisure Pool 4 at Kennedy Shriver Aquatic Center,4/7/2019,5/19/2019,10:20:00 AM,10:50:00 AM,6,S,67,Open,"5900 Executive Boulevard
N Bethesda, MD 20852
(39.046672, -77.116967)"
Spring 2019,Aquatics,Beginner Swim Lessons,Beginner 1,"Designed for children 4-6 years of age. Parents DO NOT accompany children. This class is for students who need to learn basic water adjustment skills.  Please read the course  descriptions carefully. Select the course  level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the  student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate  their needs. THERE ARE NO MAKE-UPS OR  REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class  size is limited to 5 students. Screening is available to evaluate the student's abilities at each pool  if you are unsure of which class to register for. Call the pool of your choice and speak with  the Lesson Supervisor for evaluation dates and times (bring a swim suit and  towel).",63800,At least 4 but less than 7,Olney Swim Center,16605 Georgia Avenue,Olney,MD,20832,OSC Leisure Pool 1 at Olney Swim Center,4/27/2019,6/8/2019,12:30:00 PM,1:00:00 PM,6,Sa,67,Open,"16605 Georgia Avenue
Olney, MD 20832
(39.126464, -77.072072)"
Spring 2019,Aquatics,Beginner Swim Lessons,Beginner 2,"Designed for children 4-6 years of age. Parents DO NOT accompany children. This class is for students who are already water adjusted. Students must be able to submerge for 3 seconds and float on their front and back without support. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",62806,At least 4 but less than 7,Germantown Indoor Swim Center,18000 Central Park Circle,Boyds,MD,20841,GISC Leisure Pool 5 at Germantown Indoor Swim Center,3/5/2019,3/21/2019,6:20:00 PM,6:50:00 PM,6,"T,Th",65,Open,"18000 Central Park Circle
Boyds, MD 20841
(39.150091, -77.30173)"
